conceptType,conceptUri,code,preferredLabel,greenShare
Occupation,http://data.europa.eu/esco/occupation/31808988-fc0a-4bc3-9e47-27216d6759f5,5414.1,sikkerhetsvakt,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C5414,5414,Vektere,0.0
Occupation,http://data.europa.eu/esco/occupation/7f7d2bfe-f038-436f-95ff-29bc90726430,5419.1,flyanviser,0.0
Occupation,http://data.europa.eu/esco/occupation/b8b98b65-7db2-43f8-8ac4-2f1903984e7b,5419.2,parkeringsvakt,0.0
Occupation,http://data.europa.eu/esco/occupation/bd1cd902-1fb1-40b1-abce-bb9ef60805b4,5419.3,kystvakt,0.135135135135135
Occupation,http://data.europa.eu/esco/occupation/12da0bb1-26c8-46eb-9476-797f4f1c441e,5419.4,trafikkvakt,0.0
Occupation,http://data.europa.eu/esco/occupation/8fc3d559-d61c-418c-ad4a-bf4c6b2909e3,5419.5,ordensvakt,0.0
Occupation,http://data.europa.eu/esco/occupation/ea4c9aa1-cb9d-4037-a748-ac1305af7129,5419.6,nødhjelpsarbeider,0.303030303030303
Occupation,http://data.europa.eu/esco/occupation/3025dea4-1752-40a9-9431-fd874420386f,5419.7,livredder,0.0
Occupation,http://data.europa.eu/esco/occupation/4cbe5a17-056c-489a-9f10-f9d816905000,5419.8,områdevakt,0.0
Occupation,http://data.europa.eu/esco/occupation/2de007c6-3223-4cd1-9561-e8a2e16e049d,5419.9,"inspektør, dyrevelferd",0.0769230769230769
Occupation,http://data.europa.eu/esco/occupation/a491c5c1-e126-4414-9ac9-3625a4a79513,5419.10,viltforvalter,0.111111111111111
ISCO level 4,http://data.europa.eu/esco/isco/C5419,5419,Andre sikkerhetsarbeidere,0.06261996261996258
ISCO level 3,http://data.europa.eu/esco/isco/C611,611,Korn-,0.22778924553140897
Occupation,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,6111.1,arbeidsleder for landbruksarbeidere,0.303571428571428
ISCO level 4,http://data.europa.eu/esco/isco/C6111,6111,Korn- og grønnsaksprodusenter,0.303571428571428
Occupation,http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,6112.1,arborist,0.294117647058823
Occupation,http://data.europa.eu/esco/occupation/2104ee38-2fd1-4647-8f60-d2200f069805,6112.2.1,leder innen vinproduksjon,0.13333333333333333
Occupation,http://data.europa.eu/esco/occupation/5aeaea2f-6585-4d3d-8f3e-1fdd9903aa32,6112.2,driftsleder innen fruktdyrking,0.194444444444444
Occupation,http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201,6112.3,humleprodusent,0.268292682926829
Occupation,http://data.europa.eu/esco/occupation/c56295bb-ef33-4ccd-a929-59e3dd73f876,6112.4,kjellermester,0.0454545454545454
Occupation,http://data.europa.eu/esco/occupation/1fc60ca6-c3ea-4aeb-bf3b-350c0c5e7f93,6112.5,maskinoperatør innen vinproduksjon,0.304347826086956
Occupation,http://data.europa.eu/esco/occupation/8b304664-ba25-45fe-a5bf-80c727943a86,6112.6,leder av vingård,0.15625
ISCO level 4,http://data.europa.eu/esco/isco/C6112,6112,Frukt- og bærprodusenter,0.1994629256149901
Occupation,http://data.europa.eu/esco/occupation/a48b9a5a-5ded-482d-8cda-7fd097a32c16,6113.1,parkarbeider,0.265306122448979
Occupation,http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,6113.2,driftssjef for hagebruk,0.195121951219512
Occupation,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,6113.3,arbeidsleder ved hagebruk,0.204545454545454
Occupation,http://data.europa.eu/esco/occupation/98af7387-3974-457a-aa57-5397d1ea3949,6113.4,innendørsgartner,0.206896551724137
Occupation,http://data.europa.eu/esco/occupation/e7970c7a-7769-4002-87d3-0a8ea94fdd6f,6113.5,landskapsgartner,0.259259259259259
Occupation,http://data.europa.eu/esco/occupation/fa30c1cb-dbc5-409c-8124-7284592b123c,6113.6,trebeskjærer,0.269230769230769
ISCO level 4,http://data.europa.eu/esco/isco/C6113,6113,Gartnere,0.233393351404685
Occupation,http://data.europa.eu/esco/occupation/1b5ccfe7-1cc3-4f02-974c-f852d3faf57e,6114.1,"produksjonssjef, avling",0.316666666666666
ISCO level 4,http://data.europa.eu/esco/isco/C6114,6114,Kombinasjonsbrukere,0.316666666666666
ISCO level 3,http://data.europa.eu/esco/isco/C612,612,Husdyr-,0.01883830035487628
Occupation,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,6121.1,kvegoppdretter,0.0212765957446808
Occupation,http://data.europa.eu/esco/occupation/5734feab-60be-4f11-8e3f-e983ca6fb07a,6121.2,stallsjef,0.0
Occupation,http://data.europa.eu/esco/occupation/15151ba4-fbf2-4fd9-8dde-2abbc6ec362c,6121.3,hesteoppdretter,0.0222222222222222
Occupation,http://data.europa.eu/esco/occupation/ea3db1b3-7c03-4306-9e3d-7e20eb7f1826,6121.4,griseoppdretter,0.0232558139534883
Occupation,http://data.europa.eu/esco/occupation/b2678105-9d5c-403f-b822-274aff706309,6121.5,saueoppdretter,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/2a1190f0-14d5-4ce4-ade0-ef726a1887a0,6121.6,gjeter,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C6121,6121,Melke- og husdyrprodusenter,0.014913650774610666
Occupation,http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,6122.1,fjørfeoppdretter,0.0238095238095238
Occupation,http://data.europa.eu/esco/occupation/8050a89e-563b-4073-943b-84b0c4286c1f,6122.2,fjørfesorterer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C6122,6122,Egg- og fjærfeprodusenter,0.0119047619047619
Occupation,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,6123.1,birøkter,0.0512820512820512
ISCO level 4,http://data.europa.eu/esco/isco/C6123,6123,Birøktere mv.,0.0512820512820512
Occupation,http://data.europa.eu/esco/occupation/0ee5a71a-3c85-48af-bf81-824d3561737a,6129.1,pelsdyroppdretter,0.0238095238095238
ISCO level 4,http://data.europa.eu/esco/isco/C6129,6129,Andre dyreoppdrettere og røktere,0.0238095238095238
ISCO level 3,http://data.europa.eu/esco/isco/C613,613,Plante- og husdyrprodusenter (kombinasjonsbruk),0.26986076986076946
Occupation,http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19,6130.1,"driftssjef, landbruk",0.297297297297297
Occupation,http://data.europa.eu/esco/occupation/1c1e86f9-6347-42d6-aa6e-c95b138bf640,6130.2,"gårdbruker, kombinasjonsbruk",0.242424242424242
ISCO level 4,http://data.europa.eu/esco/isco/C6130,6130,Plante- og husdyrprodusenter (kombinasjonsbruk),0.26986076986076946
ISCO level 3,http://data.europa.eu/esco/isco/C621,621,Skogbrukere,0.512195121951219
Occupation,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,6210.1,skogvokter,0.512195121951219
ISCO level 4,http://data.europa.eu/esco/isco/C6210,6210,Skogbrukere,0.512195121951219
ISCO level 3,http://data.europa.eu/esco/isco/C622,622,Havbruksarbeidere og fiskere,0.08570595233870197
Occupation,http://data.europa.eu/esco/occupation/3206f826-7d53-4180-9797-e94ad9eaf841,6221.1,"akvakulturtekniker, spesialist på merder",0.107142857142857
Occupation,http://data.europa.eu/esco/occupation/d85e041f-8306-476e-a2cd-59baa1e61992,6221.2,"akvakulturtekniker, innhøsting",0.0175438596491228
Occupation,http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787,6221.3,klekkeriansvarlig ved akvakulturbruk,0.0588235294117647
Occupation,http://data.europa.eu/esco/occupation/e93d5c8d-1219-4c11-91d7-9d0ab8d9c08e,6221.4,klekkeritekniker ved akvakulturbruk,0.2765957446808511
Occupation,http://data.europa.eu/esco/occupation/a8c7004a-e59c-4a4d-9092-2cb4533ffe58,6221.5,klekkerimedarbeider ved akvakulturbruk,0.0465116279069767
Occupation,http://data.europa.eu/esco/occupation/e0628770-57f0-4cf2-952e-5b16547db8c1,6221.6,akvakulturtekniker med spesialfelt innen oppdrett,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/c0a15ec7-10e6-45e7-b69c-b85ff6f4f87f,6221.7,oppdrettsarbeider ved akvakulturbruk,0.109090909090909
Occupation,http://data.europa.eu/esco/occupation/d4709722-6f17-4bec-a5f4-1b660e6b28b1,6221.8,forankringsleder ved akvakulturbruk,0.0
Occupation,http://data.europa.eu/esco/occupation/802d3a2f-b966-42e3-94df-683adfcff20c,6221.9,akvakulturtekniker med spesialfelt innen akvakulturoppdrett,0.1
Occupation,http://data.europa.eu/esco/occupation/eaba592d-f3f0-4c7d-b7c0-302b7d0212ce,6221.10,resirkuleringstekniker ved akvakulturbruk,0.183673469387755
Occupation,http://data.europa.eu/esco/occupation/0d6bb2cc-06b0-481c-b553-2a973be03254,6221.11,akvakulturtekniker – produksjon på åpent vann,0.024390243902439
ISCO level 4,http://data.europa.eu/esco/isco/C6221,6221,Havbruksarbeidere,0.09224375746197876
Occupation,http://data.europa.eu/esco/occupation/270528cf-2bf9-463d-aeaa-d169b1f767c1,6222.1,kystfisker,0.0422535211267605
ISCO level 4,http://data.europa.eu/esco/isco/C6222,6222,Fiskere,0.0422535211267605
Occupation,http://data.europa.eu/esco/occupation/24413f38-e457-4de1-bba0-5a02b7282e2c,6223.1,dypvannsfisker,0.0327868852459016
Occupation,http://data.europa.eu/esco/occupation/ff63fa99-c634-4e6f-a693-6a49482952e9,6223.2.1,kystskipper,0.0434782608695652
Occupation,http://data.europa.eu/esco/occupation/bcead4e9-3697-4831-b62e-ddb83d7d469d,6223.2,fiskebåtskipper,0.0714285714285714
ISCO level 4,http://data.europa.eu/esco/isco/C6223,6223,,0.049231239181346066
Occupation,http://data.europa.eu/esco/occupation/c8ee41fc-7a5f-4255-adbd-dcc47cf2a28e,6224.1,jeger,0.16666666666666666
ISCO level 4,http://data.europa.eu/esco/isco/C6224,6224,Fangstfolk,0.16666666666666666
ISCO level 3,http://data.europa.eu/esco/isco/C711,711,Bygningsarbeidere,0.06856303087856466
Occupation,http://data.europa.eu/esco/occupation/59cc9783-7289-4e1d-b80b-93c1776f49cc,7111.1,husbygger,0.0833333333333333
ISCO level 4,http://data.europa.eu/esco/isco/C7111,7111,,0.0833333333333333
Occupation,http://data.europa.eu/esco/occupation/05f321f8-055b-407d-bf19-e0ddabda56b7,7112.1,murer,0.0816326530612244
ISCO level 4,http://data.europa.eu/esco/isco/C7112,7112,Murere,0.0816326530612244
Occupation,http://data.europa.eu/esco/occupation/565987b2-b980-4881-891c-cc4d5ab61d07,7113.1.1,steingravør,0.0
Occupation,http://data.europa.eu/esco/occupation/f3fc11ca-9a72-40da-bf0f-b2aab7e33079,7113.1,steinhogger,0.0816326530612244
ISCO level 4,http://data.europa.eu/esco/isco/C7113,7113,Steinhoggere mv.,0.0408163265306122
Occupation,http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,7114.1,betongarbeider,0.0612244897959183
Occupation,http://data.europa.eu/esco/occupation/a50d64e7-2dba-4418-81a7-92b2ba2e508f,7114.2,terrassolegger,0.0344827586206896
ISCO level 4,http://data.europa.eu/esco/isco/C7114,7114,Betongarbeidere,0.04785362420830395
Occupation,http://data.europa.eu/esco/occupation/2a22ff9e-de3b-408d-b312-5034896cc4f4,7115.1,tømrer,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/0b5e4142-90ad-48a6-8407-ed47b2664954,7115.2,dørmontør,0.088235294117647
Occupation,http://data.europa.eu/esco/occupation/c467efc2-6b87-429d-b0be-44512cf9535d,7115.3,ildstedsinstallatør,0.09375
Occupation,http://data.europa.eu/esco/occupation/bc61af54-0c3b-411c-a434-4b0d23c6fcce,7115.4,kjøkkenmontør,0.0816326530612244
Occupation,http://data.europa.eu/esco/occupation/246e7d87-756e-4db2-97e8-11ef63b864f0,7115.5,trappemontør,0.0416666666666666
Occupation,http://data.europa.eu/esco/occupation/353a22a7-1c55-410c-a7a7-c531692b5e50,7115.6,vindusmontør,0.1
Occupation,http://data.europa.eu/esco/occupation/2dc86f3d-a90e-4e7a-8a94-0bd728f22d7b,7115.7,rammemaker,0.0294117647058823
ISCO level 4,http://data.europa.eu/esco/isco/C7115,7115,Tømrere og snekkere,0.0750864956372159
Occupation,http://data.europa.eu/esco/occupation/18fa8080-3156-429a-bbd7-b3ef559b6721,7119.1,stillasarbeider,0.032258064516129
Occupation,http://data.europa.eu/esco/occupation/dd89e26f-bb5c-45cb-91c6-8b4d5d82a31f,7119.2,rivningsarbeider,0.216216216216216
Occupation,http://data.europa.eu/esco/occupation/95da5e1b-cc1e-46bd-96c4-81d4f7003080,7119.3,montør av prefabrikkerte trebygninger,0.0571428571428571
Occupation,http://data.europa.eu/esco/occupation/ac7c07d1-bc11-4f19-bca5-e468e9b1a53c,7119.4,tårnarbeider,0.0606060606060606
Occupation,http://data.europa.eu/esco/occupation/8c778238-98a4-4fec-a828-a4e978fb7a64,7119.5,teltoppsetter,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C7119,7119,Andre bygningsarbeidere,0.07324463969625254
ISCO level 3,http://data.europa.eu/esco/isco/C712,712,Bygningstekniske arbeidere,0.11520213049441053
Occupation,http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,7121.1,taktekker,0.188679245283018
ISCO level 4,http://data.europa.eu/esco/isco/C7121,7121,Taktekkere,0.188679245283018
Occupation,http://data.europa.eu/esco/occupation/e43d0f86-7abf-4c6e-b2b3-10970ddf6518,7122.1,teppelegger,0.0303030303030303
Occupation,http://data.europa.eu/esco/occupation/4f1bb8b4-3fff-4e68-b427-8c892534a181,7122.2,"gulvlegger, tregulv",0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,7122.3,"gulvlegger, vinyl",0.03125
Occupation,http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,7122.4,flislegger,0.024390243902439
ISCO level 4,http://data.europa.eu/esco/isco/C7122,7122,Gulv- og flisleggere,0.0271676367331855
Occupation,http://data.europa.eu/esco/occupation/41a8e7c8-e1d8-4984-9b3c-dbbad1699f83,7123.1,takmontør,0.03125
Occupation,http://data.europa.eu/esco/occupation/f4a22809-c00c-4dd0-8b09-c7251f8dcd1c,7123.2,gipsarbeider,0.024390243902439
ISCO level 4,http://data.europa.eu/esco/isco/C7123,7123,Gips- og sparklingsarbeidere,0.027820121951219502
Occupation,http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,7124.1,isolasjonsarbeider,0.204545454545454
ISCO level 4,http://data.europa.eu/esco/isco/C7124,7124,Isolatører mv.,0.204545454545454
Occupation,http://data.europa.eu/esco/occupation/5f9e0588-e819-42f7-9975-f53198666c07,7125.1,glassmontør,0.0816326530612244
Occupation,http://data.europa.eu/esco/occupation/211716b7-2857-40c8-a078-da983c78c70a,7125.2,bilrutemontør,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C7125,7125,Glassarbeidere,0.0408163265306122
Occupation,http://data.europa.eu/esco/occupation/3df28a39-9bfe-4e36-b394-a189ef967a74,7126.1,baderomsinstallatør,0.0816326530612244
Occupation,http://data.europa.eu/esco/occupation/461959ed-6a80-4c33-a75e-26aaeb52a5a7,7126.2,VVS-tekniker,0.0666666666666666
Occupation,http://data.europa.eu/esco/occupation/97b3cab1-f4f0-41ed-8c80-e65e6c067e95,7126.3,gasstekniker,0.04
Occupation,http://data.europa.eu/esco/occupation/7259dc48-004a-4ceb-aa4e-5bbd548c2397,7126.4,varmetekniker,0.370967741935483
Occupation,http://data.europa.eu/esco/occupation/ef53663e-c295-43a4-a48e-84254270b138,7126.5,montør av vanningssystem,0.0606060606060606
Occupation,http://data.europa.eu/esco/occupation/534d18fe-eae4-4a02-af4d-f78e92faa5d5,7126.6,tekniker for vanningssystem,0.318181818181818
Occupation,http://data.europa.eu/esco/occupation/75f4c7aa-019f-4545-9ce1-2d163fe78580,7126.7,"vedlikeholdsarbeider, rørledning",0.0
Occupation,http://data.europa.eu/esco/occupation/ed3cf43d-c2c1-4c46-82fc-1375e27e0290,7126.8,rørlegger,0.0697674418604651
Occupation,http://data.europa.eu/esco/occupation/89a6d6e5-8362-4b99-b745-1c68bffbda77,7126.9,"servicemedarbeider, septiktank",0.241379310344827
Occupation,http://data.europa.eu/esco/occupation/6f74ebc4-ab7e-42a8-ad94-921f3d0ef0c6,7126.10,avløpstekniker,0.081081081081081
Occupation,http://data.europa.eu/esco/occupation/73d77554-2016-46fa-ac3d-44a02e8d1a89,7126.11,kloakkledningsarbeider,0.0222222222222222
Occupation,http://data.europa.eu/esco/occupation/02ff199e-38b3-45fd-b659-68846cfeeb92,7126.12,montør av sprinkleranlegg,0.0303030303030303
Occupation,http://data.europa.eu/esco/occupation/0f898624-9b89-41ba-adcf-9360ade85a62,7126.13,vannforsyningstekniker,0.5185185185185185
Occupation,http://data.europa.eu/esco/occupation/094b9f9b-7e89-4f34-adbb-fbaf7246f7a4,7126.14,vann- og avløpstekniker,0.210526315789473
ISCO level 4,http://data.europa.eu/esco/isco/C7126,7126,Rørleggere og VVS-montører,0.15084663289791925
Occupation,http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb,7127.1,installatør av varme- og ventilasjonstjenester,0.129032258064516
ISCO level 4,http://data.europa.eu/esco/isco/C7127,7127,Kuldemontører mv.,0.129032258064516
ISCO level 3,http://data.europa.eu/esco/isco/C713,713,Malere,0.14748897100146108
Occupation,http://data.europa.eu/esco/occupation/15620506-fb5d-49cd-87a2-1c9047fb406a,7131.1,husmaler,0.073170731707317
Occupation,http://data.europa.eu/esco/occupation/f0691bb2-c717-4215-a814-88a15b10ee4d,7131.2,industrimaler ved skipsverft,0.0967741935483871
Occupation,http://data.europa.eu/esco/occupation/a2abd144-2a36-45ea-919c-1fcc6ebc5d45,7131.3,tapetserer,0.0285714285714285
ISCO level 4,http://data.europa.eu/esco/isco/C7131,7131,Malere og byggtapetserere,0.06617211794237753
Occupation,http://data.europa.eu/esco/occupation/7443811e-6760-44a2-af95-1b9c791733a8,7132.1,sprøytelakkerer,0.025
Occupation,http://data.europa.eu/esco/occupation/fb4819db-03fa-4dc1-a471-2cdc24dcbe6f,7132.2,overflatebehandler,0.015625
Occupation,http://data.europa.eu/esco/occupation/a784b063-89cf-441b-9624-deed9dbdeae6,7132.3,"lakkerer, kjøretøy",0.0142857142857142
ISCO level 4,http://data.europa.eu/esco/isco/C7132,7132,Overflatebehandlere og lakkerere,0.0183035714285714
Occupation,http://data.europa.eu/esco/occupation/990bfa45-5001-4365-93b6-daf01a03b4cd,7133.1,asbestsanerer,0.5
Occupation,http://data.europa.eu/esco/occupation/a632fb74-ef49-4f4a-9777-b7df54a0f897,7133.2,fasaderenholder,0.193548387096774
Occupation,http://data.europa.eu/esco/occupation/a2dee758-72f5-4f1c-b760-f2b8e9d81911,7133.3,skorsteinsfeier,0.0625
Occupation,http://data.europa.eu/esco/occupation/4305327d-3537-4dfb-a913-bce6614362f1,7133.4,feiermester,0.0967741935483871
Occupation,http://data.europa.eu/esco/occupation/c0ec3a06-1dac-4c21-9f08-4c9dfbc9d6cf,7133.5,dekontamineringsarbeider,0.516129032258064
ISCO level 4,http://data.europa.eu/esco/isco/C7133,7133,Feiere,0.273790322580645
ISCO level 3,http://data.europa.eu/esco/isco/C721,721,Støpere,0.01130206012488514
Occupation,http://data.europa.eu/esco/occupation/123a195c-103a-4b84-b3fd-6d40dbc15c54,7211.1.1,kokillestøpearbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/c5902c47-0c2e-45aa-94dd-951ad641449c,7211.1.2,kjernemaker,0.0
Occupation,http://data.europa.eu/esco/occupation/5318abf2-2e7b-4d09-ae57-6bd500689ebc,7211.1.3,modellsnekker,0.0
Occupation,http://data.europa.eu/esco/occupation/dc14bed4-87ca-4e6c-9f69-458e2689d2d6,7211.1,støperiarbeider,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C7211,7211,Støpere,0.0
Occupation,http://data.europa.eu/esco/occupation/6d72138d-2ebb-4a89-b2b2-8c22365b89bf,7212.1,gjørtler,0.0
Occupation,http://data.europa.eu/esco/occupation/17b29190-6746-4b81-a1d1-8053a5bbc0e9,7212.2,lodder,0.0
Occupation,http://data.europa.eu/esco/occupation/e9a65aca-64f6-450d-a637-1ecf86ba2a53,7212.3.1,elektronstrålesveiser,0.0
Occupation,http://data.europa.eu/esco/occupation/c81af273-1112-4b3f-a2a5-b85b1290ae22,7212.3.2,lasersveiser,0.0
Occupation,http://data.europa.eu/esco/occupation/2ff73126-7aff-4233-9d9c-d8725e1c6822,7212.3.3,rørsveiser,0.0
Occupation,http://data.europa.eu/esco/occupation/97dadd59-d1cb-4fef-81a7-d92eb15572e2,7212.3.4,punktsveiser,0.0
Occupation,http://data.europa.eu/esco/occupation/7aedaa07-3884-4c5b-88f9-80997b2aa54b,7212.3,sveiser,0.0116279069767441
Occupation,http://data.europa.eu/esco/occupation/cdef4961-fcc2-4e00-bfe8-4480b33aa6f3,7212.4,sveisekoordinator,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C7212,7212,Sveisere,0.0014534883720930124
Occupation,http://data.europa.eu/esco/occupation/5ed024ab-3b6a-4e06-a7fe-8a29f8469a64,7213.1,kobber- og blikkenslager,0.0163934426229508
Occupation,http://data.europa.eu/esco/occupation/1a1ea837-0103-4230-8756-533a77c5f9f4,7213.2,platearbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/2d6d4cb2-5d46-4d1f-939b-7f55c02c64cb,7213.3,kobbersmed,0.0
Occupation,http://data.europa.eu/esco/occupation/572c9810-e1ee-4f7a-a71f-820f17c0c25b,7213.4,tynnplatearbeider,0.04
ISCO level 4,http://data.europa.eu/esco/isco/C7213,7213,Kopper- og blikkenslagere,0.014098360655737701
Occupation,http://data.europa.eu/esco/occupation/ea6cd713-94ca-4292-9ba9-ca8a4ec3ed5f,7214.1,demonteringsarbeider,0.181818181818181
Occupation,http://data.europa.eu/esco/occupation/8afab6c4-6145-4ea1-a0ae-d2c3438bda7e,7214.2,skipsbygger,0.0
Occupation,http://data.europa.eu/esco/occupation/0a7e24a8-19bd-4b45-83f0-f05d8fedf62d,7214.3.1,klinker,0.0
Occupation,http://data.europa.eu/esco/occupation/691ec040-f5ad-47ef-8698-03212d66dbbf,7214.3,stålkonstruksjonsarbeider,0.0208333333333333
ISCO level 4,http://data.europa.eu/esco/isco/C7214,7214,Platearbeidere,0.050662878787878576
Occupation,http://data.europa.eu/esco/occupation/d52db93d-9ae5-47d9-b9dc-eab8aa9f2ba9,7215.1.1,scenearbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/6cfba9ca-f9a0-4a50-a8d3-064d88c928b1,7215.1,"stillasmontør, arrangement",0.0
Occupation,http://data.europa.eu/esco/occupation/26a86453-4236-49a3-ae3a-313c1cacb5ff,7215.2.1,båtmontør,0.0
Occupation,http://data.europa.eu/esco/occupation/cadbf9af-1da0-406f-8282-b6d27a7e1a74,7215.2.2,rigger på gulv eller landjord,0.0
Occupation,http://data.europa.eu/esco/occupation/19cb84ca-952e-4f33-b31a-c918db074a6e,7215.2.3,rigger i høyden,0.0
Occupation,http://data.europa.eu/esco/occupation/b05f53db-b6b0-49bc-aa0c-1790c8c7012b,7215.2,rigger,0.0344827586206896
Occupation,http://data.europa.eu/esco/occupation/a4c5fb46-1d72-47de-b349-f579a0f1edfb,7215.3,"formann, rigging",0.0
ISCO level 4,http://data.europa.eu/esco/isco/C7215,7215,Riggere og spleisere,0.004926108374384229
ISCO level 3,http://data.europa.eu/esco/isco/C722,722,Smeder,0.015455130663389088
Occupation,http://data.europa.eu/esco/occupation/bcffa133-c499-4db4-8e4f-b2d95da3b0fc,7221.1.1,hovslager,0.0
Occupation,http://data.europa.eu/esco/occupation/fccecd5d-ad90-41a8-bb89-96d7595abca3,7221.1,smed,0.0
Occupation,http://data.europa.eu/esco/occupation/93a8bd5f-c268-46f5-8461-1138a9a96189,7221.2,operatør av senkesmier,0.0
Occupation,http://data.europa.eu/esco/occupation/0ab64770-9fd7-4baf-8abf-b1ac0e1538ba,7221.3,operatør av hydraulisk presse,0.0
Occupation,http://data.europa.eu/esco/occupation/bc61e0de-2d72-471c-90c1-a9fe371020f9,7221.4,operatør av mekanisk smipresse,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C7221,7221,Smeder,0.0
Occupation,http://data.europa.eu/esco/occupation/2a8d6b4c-661d-4620-8f68-2c99e78f512e,7222.1,støper,0.0
Occupation,http://data.europa.eu/esco/occupation/12dc4509-7d36-46d8-aca0-c147c7ecd806,7222.2,børsemaker,0.0
Occupation,http://data.europa.eu/esco/occupation/aaa485d0-6787-45c0-8596-b266c0b687fd,7222.3,låsesmed,0.0
Occupation,http://data.europa.eu/esco/occupation/d1974e0c-8f92-473b-a32d-f0616c08b1ff,7222.4,finmekaniker,0.027027027027027
Occupation,http://data.europa.eu/esco/occupation/ecac98ea-9fc3-4475-9b23-8af94f41603d,7222.5,verktøymaker,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C7222,7222,Verktøymaker,0.0054054054054054005
Occupation,http://data.europa.eu/esco/occupation/0e09c42d-bff2-4c35-8e1f-639a6dddaa5d,7223.1,"maskinoperatør, boring",0.0425531914893617
Occupation,http://data.europa.eu/esco/occupation/0f905036-055f-41d9-b292-e3c02617a193,7223.2,"maskinoperatør, brikettering",0.0555555555555555
Occupation,http://data.europa.eu/esco/occupation/afe9eaa4-433f-4ae6-90ff-afa098ccf1bb,7223.3,operatør av kjettingmaskin,0.0
Occupation,http://data.europa.eu/esco/occupation/18459eb0-5506-4692-9889-d1f9a2b989eb,7223.4.1,"maskinoperatør, gravering",0.0169491525423728
Occupation,http://data.europa.eu/esco/occupation/1d8545df-e3d8-4ece-9449-0f2940e97e7c,7223.4.2,"maskinoperatør, sliping",0.0161290322580645
Occupation,http://data.europa.eu/esco/occupation/bc6649ff-05f8-4c98-9db6-9be0d13883a9,7223.4.3,operatør av laserskjærer,0.015625
Occupation,http://data.europa.eu/esco/occupation/7d9242d3-2a55-45e3-9d67-be76f879de0b,7223.4.4.1,operatør av dreiebenk for metallbearbeiding,0.0222222222222222
Occupation,http://data.europa.eu/esco/occupation/63042e8f-dd59-47fe-87f3-3b2ce21f196a,7223.4.4,operatør av dreiemaskin,0.0163934426229508
Occupation,http://data.europa.eu/esco/occupation/3a8a7f87-d394-42cd-804b-7a32375b90f0,7223.4.5,operatør av metallsag,0.0188679245283018
Occupation,http://data.europa.eu/esco/occupation/a1c9f8b7-c4ce-4b15-ac3c-3378c300d8f2,7223.4.6,operatør av fresemaskin,0.0166666666666666
Occupation,http://data.europa.eu/esco/occupation/fd2dd3e9-498f-490f-8589-8c1eea05aa3f,7223.4.7,operatør av stansepresse,0.04
Occupation,http://data.europa.eu/esco/occupation/1e3c3e4d-a888-426e-aaf0-022c8b5d743d,7223.4.8,operatør av vannskjærer,0.0181818181818181
Occupation,http://data.europa.eu/esco/occupation/5c082067-ea18-4ccb-8c43-e70b18ad8120,7223.4,operatør av CNC-maskin,0.0126582278481012
Occupation,http://data.europa.eu/esco/occupation/ebe42b55-4801-493f-af18-04a35ebfbb9c,7223.5,borer,0.0185185185185185
Occupation,http://data.europa.eu/esco/occupation/aa3780b7-3b06-40ae-8764-293fec6819d2,7223.6,operatør av søylebormaskin,0.0232558139534883
